,path_x,sentence
1188,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19775624_9.mp3,Con varios tallos sencillos.
1189,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19775813_10.mp3,Fue uno de los pocos estudiantes y el último que tuvo Maurice Ravel.
1190,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19775941_10.mp3,Muy ramoso desde la base.
1191,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19776178_5.mp3,"Debuta en la película ""Sunny"" junto al actor Manuel Ferrara."
1192,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19776200_10.mp3,Estos estudios muestran que algunas clases de meteoritos están cercanamente asociados a algunos asteroides.
1193,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19777898_10.mp3,"Desde entonces, su existencia había sido ocultada al público."
1194,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19777901_7.mp3,"Muy pronto el ""Vizcaya"" volvía a cruzar el Atlántico por última vez."
1195,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19778174_10.mp3,Durante la Segunda República jugó bajo las denominaciones de Vasconia y Euzkadi.
1196,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19778943_6.mp3,Se encuentra compuesta por proteasas ácidas y neutras.
1197,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19780545_7.mp3,Este fenómeno hace que la lámpara tenga un sonido 'silbido' característico.
1198,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19780799_10.mp3,"Encontrado en estanques, canales y ríos medianos a grandes."
1199,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19780855_10.mp3,Styles en la final.
1200,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19780963_5.mp3,"El conde Nicolás Casimiro tiene dos hermanas, la condesa Leonor y la condesa Eloísa."
1201,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19783026_7.mp3,Nadie ha vuelto jamás.
1202,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19783058_10.mp3,Y donde se encuentran compitiendo actualmente con un excelente rendimiento.
1203,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19783331_5.mp3,"Ocho de los pecios continúan en Scapa Flow, y son lugares populares de buceo."
1204,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19783428_9.mp3,Batista Santana fue el guardia que cuidó la puerta principal del encuentro.
1205,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19783513_6.mp3,Fue incluido en el Mejor Quinteto West Coast Conference.
1206,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19785111_8.mp3,Esta última fachada requiere una intervención urgente debido a su mal estado de conservación.
1207,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19785124_7.mp3,Los integrantes de la banda han declarado en varias oportunidades su miedo a volar.
1208,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19785137_10.mp3,Algunas de las vitaminas propias del trigo se retiran junto con el germen.
1209,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19786218_7.mp3,Luego se dedica a la carrera solista y canta principalmente en clubes nocturnos.
1210,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19786366_6.mp3,La relación entre su Familia actualmente es desconocida.
1211,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19787245_6.mp3,"Acompañado nuevamente de Brabham, sumó dos victorias y cinco podios."
1212,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19787258_5.mp3,"Como principales impurezas puede contener trazas de hierro, titanio, calcio y silicio."
1213,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19787378_6.mp3,"Tenía un guion completamente nuevo, de gran calidad."
1214,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19787973_10.mp3,La iglesia del monasterio está dedicada a San Juan Bautista.
1215,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19788641_5.mp3,Será el encargado de salvar a Mario.
1216,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19788778_5.mp3,"Al acabar la temporada, se retiraba Bob Cousy."
1217,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19789578_9.mp3,Su código fuente se encuentra licenciado bajo la Licencia Pública de Mozilla.
1218,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19790017_9.mp3,Es a menudo usado si el espacio de búsqueda es discreto.
1219,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19792250_9.mp3,Un año más tarde el cónsul Publio Cornelio Escipión Nasica les venció definitivamente.
1220,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19794090_10.mp3,"Discípulo de Remigio sería Odón de Cluny, reformador del monasterio de Aurillac."
1221,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19794177_5.mp3,"Volvió a Inglaterra con Enrique, el hijo de Matilda."
1222,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19794232_7.mp3,Esta sección solía ser emitida cada viernes.
1223,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19794905_10.mp3,"Sin embargo, una simple comparación entre ambas lo refuta."
1224,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19794918_7.mp3,Paul no había estado involucrada en dicho tiroteo.
1225,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19794921_5.mp3,En la actualidad Escuadrón y Lomas Coloradas aún se mantienen en pie.
1226,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19794947_10.mp3,"Son predadores omnívoros, alimentándose tanto de algas, como briozoos, o tunicados."
1227,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19796029_6.mp3,Durante la dictadura de Primo de Rivera se exilió a Francia.
1228,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19796985_8.mp3,Ocupa la demarcación de defensa y ha sido internacional absoluto con España.
1229,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19799766_9.mp3,Es alimentado por las aguas del río Illapel.
1230,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19799919_8.mp3,"Actualmente, es el estado de Sabah en Malasia Oriental."
1231,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19799920_6.mp3,Contribuyó decisivamente a la aprobación del contrato Grace durante el primer gobierno de Cáceres.
1232,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19799933_10.mp3,"Se casó con Beth Lynn, con la que tuvo a su segundo hijo."
1233,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19799979_6.mp3,El artículo trata sobre la versión gratuita.
1234,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19800985_10.mp3,Luego de este periodo volvió a su nombre original.
1235,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19801058_5.mp3,Mediante la identificación de las partículas alfa características emitidas encontraron estos nuevos elementos.
1236,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19801333_8.mp3,En invierno es obligatorio llevar cadenas o neumáticos de todo tiempo.
1237,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19801398_7.mp3,En ambos extremos hay secuencias no codificantes.
1238,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19801418_5.mp3,Fue aislada por primera vez a partir del semen humano.
1239,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19802825_7.mp3,Declan trabaja como doctor.
1240,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19803143_6.mp3,El arquitecto Pedro Paulo Bernardes Vastos diseña el pabellón pensando en el barroco brasileño.
1241,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19803504_8.mp3,Esa es una de las pocas películas mudas de Walker que se conserva.
1242,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19803507_10.mp3,"Hasta su muerte, defendió los ideales democráticos en Rusia."
1243,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19804040_10.mp3,Se cree que Kung Lao se unió a sus ancestros en una nueva vida.
1244,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19804984_7.mp3,"Se demuestra que Billy que es un miembro de la Iniciativa, junto con Hulkling."
1245,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19807080_5.mp3,"Sus depredadores naturales son aves de presa, serpientes y algunos mamíferos."
1246,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19807121_10.mp3,En sus años de universidad quedó fascinado con el reino de la fantasía.
1247,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19807129_8.mp3,En particular la ruta del Río del Norte es una de las más transitadas.
1248,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19807259_7.mp3,"El Imperio ruso iba a recibir Estambul, los Estrechos Turcos y Armenia."
1249,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19808661_6.mp3,"Lanzó dos entradas en blanco, permitió un hit y ponchó a tres."
1250,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19808704_8.mp3,"El ferrocarril fue cargado con armamento para transportarlo al puerto de Los Ángeles, California."
1251,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19808810_6.mp3,"Tal programa, ""Rog-O-Matic"", fue desarrollado para jugar y ganar el juego."
1252,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19808821_7.mp3,Se encuentra ubicada en el norte de la ciudad.
1253,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19809210_6.mp3,Se encuentran entre los más comúnmente cultivados tipos de bromelias.
1254,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19810100_8.mp3,Abandonó la escuela y se dedicó a leer por las mañanas los periódicos.
1255,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19810165_6.mp3,Las patas son grises.
1256,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19810174_7.mp3,Se pierden fondos bibliográficos y decrece el número de volúmenes presentes en la Biblioteca.
1257,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19811753_5.mp3,Este reinicio causa que los enemigos del castillo se hagan más poderosos.
1258,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19811996_9.mp3,Dos de esos juegos son sorteados según la posición de la temporada anterior.
1259,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19815804_6.mp3,Orontes fue a la guerra y ganó fama en ella.
1260,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19817949_7.mp3,Ha publicado cuatro libros y coeditado tres más.
1261,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19821869_9.mp3,Todas las islas del lago son un área de conservación.
1262,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19822092_9.mp3,En su interior alberga el conjunto de salas más grandes de Cataluña.
1263,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19823207_9.mp3,"Pueden vivir con sus pinturas""."
1264,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19823209_9.mp3,Está situado en la zona oeste del distrito.
1265,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19823316_8.mp3,"Ganó los ocho últimos partidos de la Liga, con Diego Forlán en racha."
1266,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19826110_6.mp3,La sede del condado es Richland Center.
1267,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19827228_6.mp3,"Cloud no estaba para escuchar, solo quería sus materias."
1268,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19836866_7.mp3,"Isabella García, una gran actriz Colombiana."
1269,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19839205_5.mp3,Es la institución política y administrativa que rige en la provincia de Santa Elena.
1270,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19839354_5.mp3,Gerhard Voss y Peter Buck eran miembros de la Orquesta de Cámara de Wurtemberg.
1271,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19842534_9.mp3,Pero fue eliminada por Rhea Ripley debido a una distracción de Hornswoggle.
1272,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19842575_10.mp3,Es conducido por: Mora Godoy.
1273,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19842591_5.mp3,De todas formas hay casos de continuaciones fallidas.
1274,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19843377_7.mp3,"Tras un paso por Alemania Occidental, regresó a Israel para entrenar al Hapoel Herzliya."
1275,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19845297_7.mp3,El libro fue reeditado en Rodesia y ganó una audiencia internacional.
1276,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19846576_5.mp3,"Estudió en la Universidad de Kristiania, hoy Universidad de Oslo."
1277,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19851152_9.mp3,"Sin embargo, salió cuatro días antes en Australia."
1278,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19852575_8.mp3,Sus partes superiores son principalmente grises-marrones.
1279,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19853148_5.mp3,"En la actualidad, está en busca y captura por asesinato."
1280,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19855096_10.mp3,Jamás se negaba.
1281,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19857042_10.mp3,"Todo el personal administrativo, incluyendo a Bill, es depuesto y expulsado."
1282,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19857065_8.mp3,Durante el proceso fundacional llegaron incluso en los Estados Unidos.
1283,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19857639_5.mp3,Él es quizás el más famoso estafador del Viejo Oeste.
1284,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19857650_5.mp3,"Big"" en la película ""Sex and the City""."
1285,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19857878_7.mp3,"En Nigeria obtuvo un ""máster"" en lingüística, entre otras cualificaciones."
1286,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19857923_6.mp3,Su superficie hace parte de los departamentos de Cundinamarca y Meta.
1287,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19858051_5.mp3,El Pueblo Apache Creek se localiza al norte del actual pueblo de Apache Creek.
1288,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19858063_6.mp3,Algunos individuos presentan estos cuadros incluso en pequeñas dosis.
1289,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19858120_9.mp3,Sus abuelos eran el Duque Luis de Saboya y Ana de Chipre.
1290,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19858428_6.mp3,Anteriormente fue Consejero de la Moneda de los reyes Robert Baratheon y Joffrey Baratheon.
1291,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19862190_7.mp3,Su aspecto general era similar a un burro.
1292,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19865424_8.mp3,"Los genes responsables de estas alteraciones fenotípicas se denominan ""rol""."
1293,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19865761_8.mp3,Dios le dio a Zacarías un hijo al que debía llamar Juan.
1294,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19866619_9.mp3,"Cursó estudios de bachillerato, marina mercante y filosofía y letras."
1295,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19872739_9.mp3,"Fígaro, que ha presenciado escondido la escena, acude al Conde."
1296,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19873998_6.mp3,Se trataba de un ferrocarril modesto y casi autosuficiente.
1297,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19876735_9.mp3,Una gran parte de la producción se dedicaba a la exportación internacional.
1298,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19877193_9.mp3,"Los planos estuvieron a cargo de la firma de ingenieros ""Colombiana de Construcciones""."
1299,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19877364_8.mp3,"Esta antigua ciudad es la actual Kandahar, situada en el sur de Afganistán."
1300,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19877701_5.mp3,Opera con el fin de promocionar la sociedad civil.
1301,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19877801_9.mp3,"En el nivel ""s"", cada región consiste en ""s"" por ""s"" celdas."
1302,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19885104_10.mp3,Los adornos arquitectónicos de la fachada se caracterizan por su gran refinamiento.
1303,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19885112_10.mp3,"Las áreas prioritarias de financiación incluyen los trasplantes, la oncología y las enfermedades raras."
1304,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19887836_10.mp3,El cuerno de buey simboliza la carretera que existía en la era romana.
1305,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19893550_10.mp3,"Por esta doble seguridad, los notarios son la forma preferida de verificación."
1306,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19896303_9.mp3,Rainbow Crack página donde se puede descargar el programa para crear tablas arcoíris.
1307,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19905456_7.mp3,Buck se presentó en seis ocasiones a la Cámara de los Comunes.
1308,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19905773_7.mp3,El isomorfismo de categorías es una condición muy fuerte y raramente se satisface.
1309,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19905802_9.mp3,"De forma simbólica, se encuentran tres palomas sobre ellos."
1310,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19905860_5.mp3,Hay actividad minera de cemento en el condado.
1311,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19905901_10.mp3,"En referencia al deporte, se destaca el club de fútbol local ""Deportivo Barreal""."
1312,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19905984_10.mp3,El grupo se separó al año siguiente.
1313,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19916745_9.mp3,"Es el sobrino de Enzo, Aldo y Francesco Moser, todos antiguos ciclistas profesionales."
1314,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19918311_10.mp3,"Allí publica ""A Golpes de Silencio"", primer poemario de la autora."
1315,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19942193_6.mp3,Estudió composición con Herbert Howells.
1316,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19942295_7.mp3,Proviene claramente de la letra griega obsoleta Ϙ.
1317,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19943322_6.mp3,Los otros miembros adultos de la expedición aparentemente han cometido suicidio.
1318,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19943711_8.mp3,Resultó vencedor por una amplia mayoría el Partido Laborista liderado por Harold Wilson.
1319,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19944307_6.mp3,Se trata de la unidad de acceso aleatorio más pequeña.
1320,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19944316_10.mp3,"Al margen de la sociedad, tenían rara vez acceso a la educación."
1321,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19944814_5.mp3,"Ahora, a la distancia, se puede apreciar la inflexión en mi destino."
1322,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19945389_9.mp3,Estudió arquitectura en la Facultad de Arquitectura de la Universidad de la República.
1323,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19946880_6.mp3,La restricciones dividieron en dos grupos a la comunidad católica.
1324,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19947586_8.mp3,Más tarde Miranda ayuda a Xavier a entrenar para el carnaval del surf.
1325,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19947664_9.mp3,Se encuentra en Indonesia y Tailandia.
1326,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19948487_7.mp3,"Es la denominada ‘plataforma Larramendi’, el nombre de su inventor."
1327,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19948597_7.mp3,"Al llegar don Laureano, como ya está sobrio, no los reconoce."
1328,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19949590_10.mp3,La calle es servida por trolebuses de transporte público.
1329,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19949660_5.mp3,"Alexander Rossi, piloto de IndyCar, fue piloto probador de la escudería."
1330,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19949718_7.mp3,Existen además dos casas rurales.
1331,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19949732_10.mp3,Poco es sabido sobre Kim Hyŏng-jik.
1332,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19950206_10.mp3,Las semifinales se definieron por puntos.
1333,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19950882_9.mp3,Al noroeste se ubican los llanos de San Juan.
1334,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19951621_5.mp3,Su objetivo vengativo es destruir todo lo que Ray Palmer amaba.
1335,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19952733_9.mp3,"Actualmente el jugador está participando del Torneo Federal A, en Concepción Fútbol Club."
1336,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19952797_5.mp3,La isla posee una flora exuberante.
1337,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19954252_7.mp3,Es una planta suculenta con flores verdes o blancas.
1338,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19954589_7.mp3,Tiene la capacidad para descomponer petróleo contaminante de agua.
1339,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19954800_5.mp3,En la disco había una escalera en espiral.
1340,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19955825_8.mp3,Se le considera el director que rueda más cortos por año en España.
1341,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19955827_5.mp3,"Ryan al poco tiempo abandonó la banda, siendo sustituido por Sean Hurley."
1342,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19955853_7.mp3,"En poesía, son populares las composiciones de T. S. Eliot."
1343,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19955867_7.mp3,"Asistió al Wellesley College, donde estudió física y astronomía."
1344,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19956109_8.mp3,Los edificios estaban rodeados por una muralla con torres de vigilancia.
1345,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19956202_5.mp3,Ambos títulos fueron rechazados por Davies al considerarlos demasiado largos.
1346,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19956602_8.mp3,Bede es el único autor contemporáneo que menciona los asesinatos de monjes.
1347,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19957400_7.mp3,Es la mayor de los tres hijos de David y Judy Morrison.
1348,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19958653_8.mp3,Se encuentra en Birmania y China.
1349,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19959363_8.mp3,Florecen desde principios de junio hasta finales de julio.
1350,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19960550_7.mp3,Jesús es verdaderamente reverenciado como divino.
1351,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19960652_5.mp3,Una vez acabada la guerra desapareció definitivamente.
1352,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19960916_6.mp3,Así comenzó a incursionar en el mundo de la discapacidad.
1353,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19961078_7.mp3,Es el hogar de muchas especies de aves y mamíferos.
1354,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19961099_8.mp3,"Por lo tanto, es necesario solicitar una definición del concepto de número en sí."
1355,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19961280_9.mp3,"Se encuentra en Indonesia, Australia y Timor Oriental, siendo una especie común."
1356,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19961362_9.mp3,El gameplay de Angry Birds Evolution es similar al de Angry Birds Action!
1357,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19961379_6.mp3,Ella continuó actuando en sus años de instituto en Brooke Point.
1358,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19961528_10.mp3,Igualmente se exhibió el primer trailer de Sea of Thieves.
1359,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19961546_9.mp3,Mantuvo sus hallazgos en su casa en Florencia.
1360,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19961553_7.mp3,Posteriormente ocupó las Jefaturas de varias zonas militares.
1361,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19961579_7.mp3,Ya Sócrates había sugerido este sistema.
1362,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19961989_9.mp3,"Su muerte y los participantes en la misma, aún es objeto de debates."
1363,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19963169_7.mp3,El Presidente de Nauru es elegido por los miembros del Parlamento.
1364,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19963272_9.mp3,"Conferenciante brillante, participa con frecuencia en los medios de comunicación."
1365,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19963569_10.mp3,El formato de las Fuerzas de Defensa fue reemplazado por la fuerza pública panameña.
1366,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19963821_8.mp3,En la mitología egipcia casi todos los dioses se asociaron de dos en dos.
1367,F:\common_voice\Proyecto\Scripts\data_proc\audios_proc\common_voice_es_19964902_5.mp3,Su cómplice es sentenciado a muerte.
